ID,优先级,综合分,主分类,子分类,名称,作者/机构,类型,语言,引用角色,访问,更新频率,主页URL,Feed/API URL,Feed状态,适合X帖型,为什么值得,核验/版权提醒,Karpathy共享,来源集合,来源/溯源URL,核验日期,HTTP,最终URL,主题标签
SRC-107,S,93,成长与学习,职业选择与社会影响,"80,000 Hours",,职业研究、影响评估、问题优先级、访谈与指南,en,证据源,Open,每周约1至3篇或播客,https://80000hours.org/research/,https://80000hours.org/feed/,有效,用决策矩阵比较两条职业路径，并公开关键假设。,以研究和显式假设讨论职业影响力，适合学习如何比较职业路径和长期取舍。,2026-08-17：官方RSS返回200和有效XML；有明确有效利他主义视角，结论宜与其他职业研究并列。,false,扩展调研：成长、学习、商业与管理,https://80000hours.org/feed/,2026-08-17,200,https://80000hours.org/feed/,
SRC-108,S,93,成长与学习,学习科学,The Learning Scientists,,认知心理学、记忆、教学策略与学习方法,en,证据源,Open,每月约1至4篇,https://www.learningscientists.org/blog,https://www.learningscientists.org/blog?format=rss,有效,拆解一个常见学习误区，并给出研究支持的替代方法。,由认知心理学研究者运营，长期解释间隔、提取练习、交错学习等证据较强的方法。,2026-08-17：官网显式声明RSS，端点返回200和有效XML。,false,扩展调研：成长、学习、商业与管理,https://www.learningscientists.org/blog,2026-08-17,200,https://www.learningscientists.org/blog?format=rss,
SRC-109,S,93,数据与可视化,中国官方统计,中国国家数据,,官方统计平台,zh-CN,证据源,Open,按月/季度/年度,https://data.stats.gov.cn/,,无RSS/API入口,中国宏观、地区和行业图表,人口、国民经济、行业与地区指标的官方入口。,核对统计口径、基期、现价/不变价、修订与发布日期。,false,扩展调研：数据库、资料库与平台,https://data.stats.gov.cn/,2026-08-17,,,
SRC-110,S,93,新闻与调查,政治暴力与抗议事件,ACLED,,冲突事件数据库 / API,en,证据源,Freemium,每周,https://acleddata.com/,https://acleddata.com/api/acled/read,API入口,冲突趋势、事件地图与地区比较,结构化记录冲突、政治暴力和抗议事件。,需要账户；事件编码、覆盖范围和安全敏感性需说明。；未按 RSS/Atom 校验。,false,扩展调研：数据库、资料库与平台,https://acleddata.com/,2026-08-17,,https://acleddata.com/api/acled/read,
SRC-111,S,93,新闻与调查,全球新闻,BBC World News,,全球突发、时政、科学和事件报道,en,证据源,Open,高频，每日多次,https://www.bbc.com/news/world,https://feeds.bbci.co.uk/news/world/rss.xml,有效,快讯、全球背景、事件时间线,全球采编网络强，适合核对事件基本事实和时间线。,World RSS已核验，BBC官方Feed文档另提供完整OPML。,false,扩展调研：科技、科学与数据,https://support.bbc.co.uk/platform/feeds/NewsFeeds.htm,2026-08-17,200,https://feeds.bbci.co.uk/news/world/rss.xml,
SRC-112,S,93,新闻与调查,开源情报与数字调查,Bellingcat,,调查报道、地理定位、验证方法,en,证据源,Open,每周约2至5篇,https://www.bellingcat.com/,https://www.bellingcat.com/feed/,有效,公开信息如何证实事件和地图影像取证教程。,经常展示从公开影像、地图和数据到结论的验证链，方法透明度高。,2026-08-17：Feed 端点返回 application/rss+xml。敏感事件仍需多源复核。,false,扩展调研：人文、历史、哲学与设计,https://www.bellingcat.com/,2026-08-17,200,https://www.bellingcat.com/feed/,
SRC-113,S,93,新闻与调查,全球科技与平台经济,Rest of World,,硅谷以外的科技、劳工、创作者、平台与政策报道,en,证据源,Open,每日数篇,https://restofworld.org/,https://restofworld.org/feed/latest/,有效,全球科技、平台经济、区域趋势,亚洲、非洲、拉美等地区视角稀缺，全球采编覆盖强。,Latest Feed由官方Platforms页直接列出；另有多个主题Feed。,false,扩展调研：科技、科学与数据,https://restofworld.org/platforms/,2026-08-17,200,https://restofworld.org/feed/latest/,
SRC-114,S,93,科学与数学,粒子物理与大科学装置,CERN News,,粒子物理、加速器、计算与机构新闻,en,证据源,Open,每周数次,https://home.cern/news,https://home.cern/feed/,有效,大科学装置、粒子物理、工程幕后,CERN一手源，常把基础科学和大型工程结合起来。,CERN官方域名Feed地址经活跃Feed目录交叉核验。,false,扩展调研：科技、科学与数据,https://home.cern/api/news/news/feed.rss,2026-08-17,200,https://home.cern/feed/,
SRC-115,S,93,科学与数学,开放生命科学,eLife,,生命科学论文、评审材料与研究说明,en,证据源,Open,近每日,https://elifesciences.org/,https://elifesciences.org/rss/recent.xml,受限/反爬,开放科学、论文方法、研究透明度,开放获取，并能看到评审语境和研究方法。,Recent RSS端点已核验。；端点未返回可识别的 RSS/Atom XML；可能是反爬、登录页或旧地址。,false,扩展调研：科技、科学与数据,https://elifesciences.org/rss/recent.xml,2026-08-17,406,https://elifesciences.org/rss/recent.xml,
SRC-116,S,93,艺术、设计与建筑,艺术、建筑与地名权威词表,Getty Vocabularies,,知识组织数据 / SPARQL,en,证据源,Open,持续更新,https://www.getty.edu/research/tools/vocabularies/,https://vocab.getty.edu/,API入口,术语解释、艺术家/地点关系图,AAT、ULAN、TGN 等适合规范艺术史术语、人物和地名。,使用前核对数据口径、更新时间、许可与引用格式。；未按 RSS/Atom 校验。,false,扩展调研：数据库、资料库与平台,https://www.getty.edu/research/tools/vocabularies/,2026-08-17,,https://vocab.getty.edu/,
SRC-117,S,93,艺术、设计与建筑,大学博物馆馆藏,Harvard Art Museums API,,博物馆馆藏 API,en,证据源,Freemium,持续更新,https://harvardartmuseums.org/collections,https://api.harvardartmuseums.org/,API入口,艺术研究、材料与修复故事,艺术品、展览、人物与技术分析元数据丰富。,API 需免费密钥；逐项核对图像权利。；未按 RSS/Atom 校验。,false,扩展调研：数据库、资料库与平台,https://harvardartmuseums.org/collections,2026-08-17,,https://api.harvardartmuseums.org/,
SRC-118,A,92,健康与福祉,营养综述,Advances in Nutrition,,营养学综述、系统综述、方法与政策,en,证据源,Mixed,每周多次,https://advances.nutrition.org/,https://advances.nutrition.org/action/showFeed?jc=advnut&type=etoc&feed=rss,有效,营养证据综述、争议梳理、研究缺口,以综述为主，有助于避免被单篇营养研究或营销性结论带偏。,2026-08-17 官方 RSS 返回 XML；主页自动请求触发 403。检查综述类型、纳入研究质量和利益冲突；不替代个体营养建议。,false,扩展调研：健康与福祉,https://advances.nutrition.org/,2026-08-17,200,https://advances.nutrition.org/action/showFeed?jc=advnut&type=etoc&feed=rss,
SRC-119,A,92,健康与福祉,公共卫生期刊,American Journal of Public Health,,公共卫生研究、政策、健康公平与社区干预,en,证据源,Mixed,每日在线、月刊,https://ajph.aphapublications.org/,https://ajph.aphapublications.org/action/showFeed?jc=ajph&type=etoc&feed=rss,有效,健康公平、政策评估、社会决定因素,适合追踪健康的社会决定因素、政策效果与人群干预。,2026-08-17 官方 RSS 返回 XML；主页自动请求触发 403。观察性与政策研究需避免把相关性写成个体因果；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://ajph.aphapublications.org/,2026-08-17,200,https://ajph.aphapublications.org/action/showFeed?jc=ajph&type=etoc&feed=rss,
SRC-120,A,92,健康与福祉,内科与临床指南,Annals of Internal Medicine,,临床研究、系统综述、ACP 指南与医学实践,en,证据源,Mixed,每日在线、月刊,https://www.acpjournals.org/journal/aim,https://www.acpjournals.org/action/showFeed?jc=aim&type=etoc&feed=rss,有效,临床指南、诊疗证据、方法与实践差距,内科临床决策和指南的重要来源，兼顾研究与实践。,2026-08-17 官方 RSS 返回可解析 XML；主页自动请求触发 403。引用指南时核对发布日期和更新状态；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.acpjournals.org/journal/aim,2026-08-17,200,https://www.acpjournals.org/action/showFeed?jc=aim&type=etoc&feed=rss,
SRC-121,A,92,健康与福祉,运动医学研究,British Journal of Sports Medicine,,运动医学、伤病预防、运动表现、系统综述与共识,en,证据源,Mixed,每日在线、半月刊,https://bjsm.bmj.com/,https://bjsm.bmj.com/rss/recent.xml,超时/网络错误,运动证据、伤病预防、共识声明、训练迷思,运动健康、体力活动与伤病研究的高影响同行评审来源。,官方 RSS 路径已确认；2026-08-17 自动请求返回 429/403 反爬。发帖应区分精英运动员与一般人群，并避免把研究转成个体训练处方。；HTTP 429,false,扩展调研：健康与福祉,https://bjsm.bmj.com/,2026-08-17,,https://bjsm.bmj.com/rss/recent.xml,
SRC-122,A,92,健康与福祉,临床心理科学,Clinical Psychological Science,,临床心理、测量、风险、干预与可重复性研究,en,证据源,Mixed,每周多次,https://journals.sagepub.com/home/cpx,https://journals.sagepub.com/action/showFeed?jc=cpx&type=etoc&feed=rss,有效,心理测量、干预证据、方法与可重复性,适合追踪心理健康领域的机制、测量和方法学更新。,2026-08-17 官方 RSS 返回可解析 XML；主页自动请求触发 403。量表或研究结果不能直接用作个人诊断；不替代合格专业人士评估。,false,扩展调研：健康与福祉,https://journals.sagepub.com/home/cpx,2026-08-17,200,https://journals.sagepub.com/action/showFeed?jc=cpx&type=etoc&feed=rss,
SRC-123,A,92,健康与福祉,系统综述与通俗摘要,Cochrane Evidence,,系统综述、Plain Language Summary、证据不确定性,"en, multilingual",证据源,Mixed,持续更新,https://www.cochrane.org/evidence,,无RSS/API入口,疗效证据、利弊权衡、证据是否确定,治疗、预防和护理问题的高等级证据入口，强调系统检索与综合。,2026-08-17 实测主页 200；未收录统一证据 RSS，建议网页检索并引用具体综述和最新版本。系统综述也需检查日期、人群与异质性；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.cochrane.org/evidence,2026-08-17,,,
SRC-124,A,92,健康与福祉,公共卫生期刊,European Journal of Public Health,,欧洲公共卫生、政策、流行病学与健康公平研究,en,证据源,Mixed,每周多次,https://academic.oup.com/eurpub,https://academic.oup.com/rss/site_5381/advanceAccess_3242.xml,有效,跨国比较、政策效果、健康不平等,提供欧洲多国比较和公共卫生政策实施的同行评审证据。,2026-08-17 官方 Advance Articles RSS 返回可解析 XML；主页自动请求触发 403。留意研究地区与制度背景；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://academic.oup.com/eurpub/advance-articles,2026-08-17,200,https://academic.oup.com/rss/site_5381/advanceAccess_3242.xml,
SRC-125,A,92,健康与福祉,疾病负担与风险因素,IHME Global Burden of Disease,,死亡、伤残、风险因素、DALY 与健康预测数据工具,en,证据源,Open for non-commercial use,版本化更新,https://www.healthdata.org/research-analysis/gbd,,无RSS/API入口,疾病负担排行、风险因素、地图与长期趋势,全球疾病负担的综合估计和可视化平台，适合跨疾病、跨地区比较。,2026-08-17 实测主页 200；未收录稳定 RSS，作为网页与数据工具源。GBD 含模型估计，应说明年份、区间和不确定性；群体估计不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.healthdata.org/research-analysis/gbd,2026-08-17,,,
SRC-126,A,92,健康与福祉,综合医学期刊,JAMA,,临床研究、系统综述、指南、观点与医学新闻,en,证据源,Mixed,每日在线、每周刊期,https://jamanetwork.com/journals/jama,https://jamanetwork.com/rss/site_3/67.xml,有效,研究速读、方法拆解、指南与政策,兼具临床证据、方法讨论和公共卫生政策，适合追踪高影响研究。,2026-08-17 官方 RSS 返回可解析 XML；主页自动请求触发 403 反爬。发帖应区分研究、观点和新闻栏目；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://jamanetwork.com/journals/jama,2026-08-17,200,https://jamanetwork.com/rss/site_3/67.xml,
SRC-127,A,92,健康与福祉,临床睡眠医学,Journal of Clinical Sleep Medicine,,睡眠障碍诊断、治疗、临床试验与实践指南,en,证据源,Mixed,每周多次,https://jcsm.aasm.org/,https://jcsm.aasm.org/action/showFeed?jc=jcsm&type=etoc&feed=rss,超时/网络错误,失眠、睡眠呼吸障碍、临床管理与指南,AASM 官方临床期刊，适合从学会解释追到临床研究与指南原文。,官方期刊与 Feed 结构已确认；2026-08-17 本环境主页和 Feed 均出现连接错误，导入后请重试。临床内容不替代睡眠专科评估。；fetch failed,false,扩展调研：健康与福祉,https://jcsm.aasm.org/,2026-08-17,,https://jcsm.aasm.org/action/showFeed?jc=jcsm&type=etoc&feed=rss,
SRC-128,A,92,健康与福祉,转化医学,Nature Medicine,,生物医学机制、转化研究、临床研究与方法,en,证据源,Mixed,每日在线、月刊,https://www.nature.com/nm/,https://www.nature.com/nm.rss,有效,前沿机制、诊断技术、转化研究、研究趋势,适合追踪从机制到临床应用的前沿医学研究。,2026-08-17 实测主页 200，官方 RSS 返回 XML。早期或小样本转化结果不等于临床可用；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.nature.com/nm/,2026-08-17,200,https://www.nature.com/nm.rss,
SRC-129,A,92,健康与福祉,精神健康与行为科学,Psychological Medicine,,精神医学、临床心理、流行病学与神经行为研究,en,证据源,Mixed,每周多次,https://www.cambridge.org/core/journals/psychological-medicine,https://www.cambridge.org/core/rss/product/id/S0033291719001902/type/journal,受限/反爬,心理健康研究、风险因素、干预与纵向证据,连接心理、精神医学与人群健康，适合跨学科追踪风险因素和干预。,2026-08-17 实测主页 200；官方 RSS 自动请求返回 403 反爬。避免把群体相关性简化成个人因果或标签；不替代个体心理或医疗服务。；端点未返回可识别的 RSS/Atom XML；可能是反爬、登录页或旧地址。,false,扩展调研：健康与福祉,https://www.cambridge.org/core/journals/psychological-medicine,2026-08-17,403,https://www.cambridge.org/core/rss/product/id/S0033291719001902/type/journal,
SRC-130,A,92,健康与福祉,睡眠与昼夜节律研究,SLEEP,,睡眠、昼夜节律、神经与临床睡眠研究,en,证据源,Mixed,每周多次,https://academic.oup.com/sleep,https://academic.oup.com/rss/site_5573/advanceAccess_3429.xml,有效,睡眠机制、昼夜节律、睡眠与健康结局,Sleep Research Society 官方期刊，覆盖基础、转化与临床睡眠科学。,2026-08-17 官方 Advance Articles RSS 返回可解析 XML；主页自动请求触发 403。相关性研究不能证明睡眠变量导致结局；不替代个体诊疗。,false,扩展调研：健康与福祉,https://academic.oup.com/sleep/pages/about,2026-08-17,200,https://academic.oup.com/rss/site_5573/advanceAccess_3429.xml,
SRC-131,A,92,健康与福祉,临床营养研究,The American Journal of Clinical Nutrition,,营养临床试验、队列研究、代谢与膳食模式,en,证据源,Mixed,每日在线、月刊,https://ajcn.nutrition.org/,,无RSS/API入口,饮食模式、营养试验、代谢健康,临床营养的重要同行评审期刊，适合追踪饮食与健康结局的原始研究。,2026-08-17 主页自动请求触发 403；旧 Feed URL 返回 404，因此本库按网页平台收录。营养观察性结果不应直接写成因果或个体处方。,false,扩展调研：健康与福祉,https://ajcn.nutrition.org/,2026-08-17,,,
SRC-132,A,92,健康与福祉,综合医学与证据方法,The BMJ,,临床研究、教育、调查报道、方法与政策评论,en,证据源,Mixed,每日多次,https://www.bmj.com/,http://feeds.bmj.com/bmj/recent,重定向后有效,研究方法、医疗政策、循证争议、开放科学,重视开放科学、研究方法和医疗政策，适合做证据质量与利益冲突分析。,2026-08-17 RSS 可访问并重定向至 feeds.bmj.com；主页自动请求触发 403。区分同行评审研究、新闻与观点；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.bmj.com/about-bmj/resources-readers,2026-08-17,200,http://feeds.bmj.com/bmj/recent,
SRC-133,A,92,健康与福祉,全球与临床医学,The Lancet,,临床研究、全球健康、委员会报告、社论与评论,en,证据源,Mixed,每日在线、每周刊期,https://www.thelancet.com/journals/lancet/home,https://www.thelancet.com/rssfeed/lancet_current.xml,有效,全球健康议题、大型研究、委员会结论,覆盖临床、公共卫生和全球健康，常提供大型合作研究与专题委员会报告。,2026-08-17 官方 RSS 返回 XML；主页自动请求触发 403 反爬。关注更正、撤稿及评论与原始研究的区别；不替代个体医疗建议。,false,扩展调研：健康与福祉,https://www.thelancet.com/journals/lancet/home,2026-08-17,200,https://www.thelancet.com/rssfeed/lancet_current.xml,
SRC-134,A,92,健康与福祉,精神医学研究,The Lancet Psychiatry,,精神医学临床研究、流行病学、政策与全球精神健康,en,证据源,Mixed,每日在线、月刊,https://www.thelancet.com/journals/lanpsy/home,https://www.thelancet.com/rssfeed/lanpsy_current.xml,有效,精神健康趋势、治疗研究、政策与健康公平,精神健康领域高影响期刊，覆盖治疗证据、人群研究与政策。,2026-08-17 官方 RSS 返回 XML；主页自动请求触发 403。使用敏感结局时应说明研究设计、基线风险和不确定性；不用于自我诊断或替代个体治疗。,false,扩展调研：健康与福祉,https://www.thelancet.com/journals/lanpsy/home,2026-08-17,200,https://www.thelancet.com/rssfeed/lanpsy_current.xml,
SRC-135,A,92,健康与福祉,综合医学期刊,The New England Journal of Medicine,,临床试验、综述、病例、指南评论与医学政策,en,证据源,Mixed,每周及在线优先,https://www.nejm.org/,https://www.nejm.org/action/showFeed?jc=nejm&type=etoc&feed=rss,有效,重要试验、疗效与风险、临床实践变化,高影响力临床医学期刊，适合追踪重要试验和实践改变。,2026-08-17 官方 RSS 返回可解析 XML；主页自动请求触发 403 反爬。单篇研究不能自动转化为个人建议，应核对方案、绝对风险与外部验证。,false,扩展调研：健康与福祉,https://www.nejm.org/,2026-08-17,200,https://www.nejm.org/action/showFeed?jc=nejm&type=etoc&feed=rss,
SRC-136,A,92,心理、认知与情商,情感科学期刊,Affective Science,,同行评审期刊,英文,证据源,摘要与元数据开放；正文混合,季度 / 在线优先,https://link.springer.com/journal/42761,https://api.crossref.org/journals/2662-205X/works?sort=published&order=desc&rows=20,API入口,用于纠正“情绪只有几种”“情绪能被简单读懂”等过度简化论断。,Society for Affective Science 官方期刊，覆盖情绪、压力、动机及其健康和社会影响。,2026-08-17：Springer 主页 200；Crossref ISSN API 200，JSON 已确认。；未按 RSS/Atom 校验。,false,扩展调研：心理、认知与情商,https://society-for-affective-science.org/journal/,2026-08-17,,https://api.crossref.org/journals/2662-205X/works?sort=published&order=desc&rows=20,
SRC-137,A,92,心理、认知与情商,心理学年度综述,Annual Review of Psychology,,权威综述期刊,英文,证据源,元数据开放；正文多为订阅,年度卷；在线优先,https://www.annualreviews.org/content/journals/psych,https://api.crossref.org/journals/1545-2085/works?sort=published&order=desc&rows=20,API入口,先用综述建立领域共识，再从参考文献挑关键原始研究；适合长帖和知识地图。,以领域级综述梳理理论、证据和争议，是做深度背景和避免单篇研究偏差的核心来源。,2026-08-17：出版商页面受 CDN 403；Crossref ISSN API 200，已确认 JSON，可稳定追踪最新条目。；未按 RSS/Atom 校验。,false,扩展调研：心理、认知与情商,https://www.annualreviews.org/page/about/rssfeeds,2026-08-17,,https://api.crossref.org/journals/1545-2085/works?sort=published&order=desc&rows=20,
SRC-138,A,92,心理、认知与情商,开放获取综合心理学,BMC Psychology,,同行评审开放期刊,英文,证据源,开放获取,持续更新,https://link.springer.com/journal/40359,https://api.crossref.org/journals/2050-7283/works?sort=published&order=desc&rows=20,API入口,适合寻找可完整阅读的新研究；发布前检查设计质量，不以期刊名替代研究评估。,覆盖临床、健康、社会、发展和组织心理学，全文开放，便于核验研究方法与限制。,2026-08-17：Springer 主页 200；原站 RSS 已迁移为 HTML，改用 Crossref ISSN API，返回 200 JSON。；未按 RSS/Atom 校验。,false,扩展调研：心理、认知与情商,https://link.springer.com/journal/40359,2026-08-17,,https://api.crossref.org/journals/2050-7283/works?sort=published&order=desc&rows=20,
SRC-139,A,92,心理、认知与情商,循证心理健康,BMJ Mental Health,,同行评审期刊,英文,证据源,混合开放获取,持续更新,https://mentalhealth.bmj.com/,https://mentalhealth.bmj.com/rss/current.xml,超时/网络错误,用于心理健康干预、诊断与服务体系话题；区分观察研究、试验和系统综述。,覆盖临床心理、精神卫生、实施研究与证据综合，重视可转化的临床价值。,2026-08-17：官方 RSS 页面可被搜索索引；自动检查主页为 403、Feed 为 429，属 CDN/限流，建议在阅读器内实测。；HTTP 429,false,扩展调研：心理、认知与情商,https://mentalhealth.bmj.com/pages/rss-feeds,2026-08-17,,https://mentalhealth.bmj.com/rss/current.xml,
SRC-140,A,92,心理、认知与情商,社会与行为干预系统综述,Campbell Collaboration,,系统综述组织,英文,证据源,开放,每月,https://www.campbellcollaboration.org/,https://www.campbellcollaboration.org/feed/,受限/反爬,把行为改变、教育和社会干预写成“证据支持/证据不足/边界条件”型高价值帖。,聚合教育、社会福利、行为与公共政策干预的系统综述，适合回答“什么方法真正有效”。,2026-08-17：主页 200；RSS 200，XML 已确认。；端点未返回可识别的 RSS/Atom XML；可能是反爬、登录页或旧地址。,false,扩展调研：心理、认知与情商,https://www.campbellcollaboration.org/about-campbell.html,2026-08-17,403,https://www.campbellcollaboration.org/feed/,
SRC-141,A,92,心理、认知与情商,幸福感与沉思科学,Center for Healthy Minds,,大学跨学科研究中心,英文,证据源,开放；当前未发现稳定公开 RSS,每月,https://centerhealthyminds.org/,,无RSS/API入口,用于冥想、注意、韧性与幸福感话题；区分机制证据、干预效果和产品宣传。,UW–Madison 研究中心，连接心理学、神经科学、教育与幸福感干预，并强调研究严谨性。,2026-08-17：官方主页 200；未发现固定 RSS。,false,扩展调研：心理、认知与情商,https://www.centerhealthyminds.org/about/,2026-08-17,,,
SRC-142,A,92,心理、认知与情商,心理健康系统综述,Cochrane Global Mental Health,,系统综述 / 证据综合,英文,证据源,专题与摘要开放；部分全文受限,不定期,https://globalmentalhealth.cochrane.org/evidence,https://www.cochrane.org/about-us/news/all/rss,有效,讨论某种心理干预是否有效时优先检索；用效应、证据确定性与适用人群组织帖文。,Cochrane 方法体系下的心理健康干预、促进和预防证据，适合校准疗效类主张。,2026-08-17：Global Mental Health 证据页 200；Cochrane 全站新闻 RSS 200，需按 mental health 关键词过滤，专题页无独立 Feed。,false,扩展调研：心理、认知与情商,https://globalmentalhealth.cochrane.org/evidence,2026-08-17,200,https://www.cochrane.org/about-us/news/all/rss,
SRC-143,A,92,心理、认知与情商,认知机制与现实应用,Cognitive Research: Principles and Implications,,同行评审开放期刊,英文,证据源,开放获取,持续更新,https://link.springer.com/journal/41235,https://api.crossref.org/journals/2365-7464/works?sort=published&order=desc&rows=20,API入口,把实验室机制转译为学习与工作建议，同时写清效应边界和生态效度。,强调认知研究对学习、决策和现实任务的意义，全文开放且实践关联强。,2026-08-17：Springer 主页 200；原站 RSS 已迁移为 HTML，改用 Crossref ISSN API，返回 200 JSON。；未按 RSS/Atom 校验。,false,扩展调研：心理、认知与情商,https://link.springer.com/journal/41235,2026-08-17,,https://api.crossref.org/journals/2365-7464/works?sort=published&order=desc&rows=20,
SRC-144,A,92,心理、认知与情商,情绪理论与跨学科综述,Emotion Review,,同行评审综述期刊,英文,证据源,摘要开放；正文混合,季度,https://journals.sagepub.com/home/emr,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=emra,有效,适合写“不同情绪理论如何解释同一现象”的比较帖，而非单一技巧型内容。,International Society for Research on Emotion 关联期刊，侧重情绪理论、综述和跨学科争论。,2026-08-17：期刊主页自动检查 403；SAGE 官方 RSS 200，RDF/XML 已确认。,false,扩展调研：心理、认知与情商,https://journals.sagepub.com/home/emr,2026-08-17,200,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=emra,
SRC-145,A,92,心理、认知与情商,跨学科人类行为研究,Nature Human Behaviour,,同行评审期刊,英文,证据源,摘要开放；正文混合,月刊 / 在线优先,https://www.nature.com/nathumbehav/,https://www.nature.com/nathumbehav.rss,有效,寻找能连接个人行为与社会系统的新研究；发布前检查研究设计与评论争议。,连接心理学、认知科学、经济学、社会科学与健康研究，特别适合跨学科行为主题。,2026-08-17：主页 200；官方 RSS 200，RDF/RSS 已确认。,false,扩展调研：心理、认知与情商,https://www.nature.com/nathumbehav/journal-information,2026-08-17,200,https://www.nature.com/nathumbehav.rss,
SRC-146,A,92,心理、认知与情商,心理学综述,Nature Reviews Psychology,,同行评审综述期刊,英文,证据源,摘要开放；正文混合,月更 / 在线优先,https://www.nature.com/nrpsychol/,https://www.nature.com/nrpsychol.rss,有效,把综述中的框架、关键图表和未解问题转成高密度线程；注意正文访问权限。,跨心理学分支的高质量综述、观点和研究亮点，便于迅速掌握新领域共识。,2026-08-17：主页 200；官方 RSS 200，RDF/RSS 已确认。,false,扩展调研：心理、认知与情商,https://www.nature.com/nrpsychol/journal-information,2026-08-17,200,https://www.nature.com/nrpsychol.rss,
SRC-147,A,92,心理、认知与情商,理论、方法与综合评论,Perspectives on Psychological Science,,同行评审综述与观点期刊,英文,证据源,摘要开放；正文混合,双月刊 / 在线优先,https://www.psychologicalscience.org/publications/perspectives,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=ppsa,有效,适合写“研究看似证明了什么、其实还缺什么”的纠偏型帖文。,关注理论整合、方法争议、元科学和大型综述，能为热点结论补上反方证据与边界。,2026-08-17：APS 期刊页 200；SAGE 官方 RSS 200，RDF/XML 已确认。,false,扩展调研：心理、认知与情商,https://www.psychologicalscience.org/publications/perspectives,2026-08-17,200,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=ppsa,
SRC-148,A,92,心理、认知与情商,综合心理科学,Psychological Science,,同行评审期刊,英文,证据源,摘要开放；正文混合,月刊 / 在线优先,https://www.psychologicalscience.org/publications/psychological_science,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=pssa,有效,用作新论文雷达；发帖时报告样本、设计、效应量和复制状态，避免只摘结论。,APS 旗舰期刊，覆盖认知、社会、发展与行为研究，适合发现有公共传播潜力的新结果。,2026-08-17：APS 期刊页 200；SAGE 官方 RSS 200，RDF/XML 已确认。,false,扩展调研：心理、认知与情商,https://www.psychologicalscience.org/publications/psychological_science,2026-08-17,200,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=pssa,
SRC-149,A,92,心理、认知与情商,公共利益心理科学综述,Psychological Science in the Public Interest（PSPI）,,同行评审综合报告,英文,证据源,摘要开放；部分报告开放,每年约三期,https://www.psychologicalscience.org/publications/pspi,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=psia,有效,将一篇报告拆成“问题—证据—误区—建议”系列帖，适合高利他型内容。,针对教育、健康和社会议题发布长篇证据评估，数量少但信息密度很高。,2026-08-17：APS 期刊页 200；SAGE 官方 RSS 200，RDF/XML 已确认。,false,扩展调研：心理、认知与情商,https://www.psychologicalscience.org/publications/pspi,2026-08-17,200,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=psia,
SRC-150,A,92,心理、认知与情商,社会与人格心理学,Social Psychological and Personality Science,,同行评审期刊,英文,证据源,摘要开放；正文混合,每年八期 / 在线优先,https://journals.sagepub.com/home/spp,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=sppa,有效,寻找关系、人际和社会行为的新研究；优先大样本、预注册与多研究论文。,以简洁实证报告覆盖关系、人格、社会认知与群体行为，更新速度较快。,2026-08-17：期刊主页自动检查 403；SAGE 官方 RSS 200，RDF/XML 已确认。,false,扩展调研：心理、认知与情商,https://journals.sagepub.com/connected/spp,2026-08-17,200,https://journals.sagepub.com/action/showFeed?type=etoc&feed=rss&jc=sppa,
SRC-151,A,92,心理、认知与情商,同理心、慈悲与利他研究,Stanford Center for Compassion and Altruism Research and Education（CCARE）,,大学研究中心,英文,证据源,开放,不定期,https://ccare.stanford.edu/,https://ccare.stanford.edu/feed/,有效,为同理心、助人行为与慈悲训练提供研究背景和专家资源；干预效果回链论文。,聚焦慈悲、利他、同理心及其训练，与“高利他性内容”目标高度匹配。,2026-08-17：主页 200；官方 RSS 200，XML 已确认。,false,扩展调研：心理、认知与情商,https://ccare.stanford.edu/about/,2026-08-17,200,https://ccare.stanford.edu/feed/,
